Name,Date,Rate
Captain America: The First Avenger,2011,6.9
The Dreamers,2003,7.2
Babylon 5,2003,8.3
American Gods,2003,7.7
Futurama,2003,8.4
The Dry,2020,6.9
Eternal Sunshine of the Spotless Mind,2004,8.3
Spider-Man 2,2004,7.3
The Martian,2015,8.0
Wonder Woman,2017,7.4
StartUp,2017,7.9
Scream 4,2011,6.2
Love Hard,2021,No Rate
Jumanji,1995,7.0
The Guest,2014,6.7
Ah-ga-ssi,2016,8.1
The Last of the Mohicans,1992,7.7
The Medium,2021,6.6
Avatar 2,2022,No Rate
Watchmen,2009,7.6
Snowpiercer,2013,7.1
Aliens,1986,8.3
Mother!,2017,6.6
John Wick: Chapter 3 - Parabellum,2019,7.4
Miraculous: Tales of Ladybug & Cat Noir,2019,7.7
Green Book,2018,8.2
Tommy Boy,1995,7.1
Kill Bill: Vol. 1,2003,8.1
It Follows,2014,6.8
Angel,2014,7.9
Gemini Man,2019,5.7
Chuck,2019,8.2
Vacation Friends,2021,6.3
Snatch,2000,8.3
Black Sails,2000,8.2
"Il buono, il brutto, il cattivo",1966,8.8
The Notebook,2004,7.8
Castlevania,2004,8.3
The Hobbit: An Unexpected Journey,2012,7.8
Split,2016,7.3
Ginny & Georgia,2016,7.5
Slasher,2016,6.7
The Descent,2005,7.2
The Usual Suspects,1995,8.5
Edge of Tomorrow,2014,7.9
Reign,2014,7.5
Emily in Paris,2014,7.0
Nancy Drew,2014,6.4
Nightmare Alley,2021,No Rate
Uncharted,2022,No Rate
Godfather of Harlem,2022,8.0
Jolt,2021,5.6
Layer Cake,2004,7.3
Stardust,2007,7.6
Dark Shadows,2012,6.2
Tom & Jerry,2021,5.3
Srpski film,2010,5.0
The Matrix Revolutions,2003,6.8
The Kominsky Method,2003,8.2
Cast Away,2000,7.8
Power,2000,8.1
Shetland,2000,8.2
One Flew Over the Cuckoo's Nest,1975,8.7
A Nightmare on Elm Street,2010,5.2
Jujutsu Kaisen,2010,8.7
Transformers: Rise of the Beasts,2022,No Rate
Nanatsu no taizai,2022,8.0
Warrior,2022,8.4
Drive,2011,7.8
Batman Begins,2005,8.2
2001: A Space Odyssey,1968,8.3
The Black Phone,2021,8.9
Resident Alien,2021,8.2
E.T. the Extra-Terrestrial,1982,7.8
Furia,1982,6.8
Hotel Transylvania,2012,7.1
The End of the F***ing World,2012,8.1
Sinister,2012,6.8
The Nanny,2012,6.9
The Lovely Bones,2009,6.7
Oculus,2013,6.5
Into the Wild,2007,8.1
The Newsroom,2007,8.6
The Ring,2002,7.1
Brokeback Mountain,2005,7.7
The Cave,2005,5.1
The Big Lebowski,1998,8.1
Death on the Nile,2022,No Rate
Rome,2022,8.7
Adult Material,2020,6.8
Mulholland Dr.,2001,7.9
Fright Night,2011,6.4
Fantastic Beasts: The Secrets of Dumbledore,2022,No Rate
Uncut Gems,2019,7.4
Miss Peregrine's Home for Peculiar Children,2016,6.7
Hidden Figures,2016,7.8
Cloud Atlas,2012,7.4
Morbius,2022,No Rate
Carnival Row,2022,7.8
Incendies,2010,8.3
Are You Afraid of the Dark?,2010,7.2
Bhoot Police,2021,7.0
Don't Worry Darling,2022,No Rate
Alias,2022,7.6
Luna Park,2022,6.4
Suspiria,2018,6.7
Revenge,2018,7.8
Monster House,2006,6.6
Belfast,2021,7.7
The Outsider,2020,7.7
United States of Al,2020,6.2
Imposters,2020,7.8
Bron/Broen,2020,8.6
Crimson Peak,2015,6.5
Trainspotting,1996,8.1
Adventure Time,1996,8.6
Black Hawk Down,2001,7.7
Freedom Writers,2007,7.6
Extraction,2020,6.7
Host,2020,6.5
Elvira: Mistress of the Dark,1988,6.6
The Andy Griffith Show,1988,8.3
The Blues Brothers,1980,7.9
Apocalypse Now,1979,8.4
My Life Is Murder,1979,7.6
Bad Sport,1979,7.3
Almost Famous,2000,7.9
Coming Home in the Dark,2021,5.7
The Great,2021,8.1
V for Vendetta,2005,8.1
Guardians of the Galaxy Vol. 2,2017,7.6
Ang-ma-reul bo-at-da,2010,7.8
Palm Springs,2020,7.4
The Mask,1994,6.9
Ford v Ferrari,2019,8.1
Braveheart,1995,8.3
From Dusk Till Dawn,1996,7.2
Veep,1996,8.3
Memento,2000,8.4
Moana,2016,7.6
Kingsman: The Golden Circle,2017,6.7
The Lion King,1994,8.5
The Way Way Back,2013,7.4
Jack Reacher,2012,7.0
Child's Play,1988,6.6
The Hateful Eight,2015,7.8
Respect,2021,6.6
The Babysitter,2017,6.3
Fantastic Mr. Fox,2009,7.9
Pretty Woman,1990,7.1
The IT Crowd,1990,8.5
Pan's Labyrinth,2006,8.2
La La Land,2016,8.0
Anne,2016,8.7
Mr. & Mrs. Smith,2005,6.5
Queen of the Damned,2002,5.3
Upload,2002,8.0
Halloween: The Curse of Michael Myers,1995,4.8
Rizzoli & Isles,1995,7.6
Luther,1995,8.4
The Witcher: Nightmare of the Wolf,2021,7.3
Jane the Virgin,2021,7.8
Black Clover,2021,8.3
Benedetta,2021,6.7
The Equalizer,2014,7.2
Enemy,2013,6.9
Departure,2013,7.2
Me Before You,2016,7.4
Way Down,2021,6.4
Level 16,2018,6.1
Robin Hood: Prince of Thieves,1991,6.9
Kaubôi bibappu,1991,8.9
Harry Potter and the Order of the Phoenix,2007,7.5
Logan Lucky,2017,7.0
Black Adam,2022,No Rate
American History X,1998,8.5
Grease,1978,7.2
Carrie,1976,7.4
Dead to Me,1976,8.0
Yesterday,2019,6.8
Girls,2019,7.3
Jurassic World,2015,7.0
Knight and Day,2010,6.3
The Town,2010,7.5
Bridesmaids,2011,6.8
Road House,1989,6.6
Thunderball,1965,7.0
A View to a Kill,1985,6.3
A Star Is Born,2018,7.6
The Accountant,2016,7.3
Mayans M.C.,2016,7.6
Demonic,2021,4.2
Justice League,2017,6.1
Cold Case,2017,7.6
The Righteous Gemstones,2017,8.0
Les Misérables,2012,7.6
Irréversible,2002,7.4
Star Wars: Episode I - The Phantom Menace,1999,6.5
Will & Grace,1999,7.2
Home Alone,1990,7.6
Malèna,2000,7.5
Good Boys,2019,6.7
Scandal,2019,7.7
The Truman Show,1998,8.1
Never Say Never Again,1983,6.2
Maleficent: Mistress of Evil,2019,6.6
The Love Boat,2019,6.1
Happy Endings,2019,7.7
Murder on the Orient Express,2017,6.5
Burn Notice,2017,7.9
Harry Potter and the Deathly Hallows: Part 1,2010,7.7
Children of the Corn,1984,5.6
After Life,1984,8.4
The Deuce,1984,8.1
Possession,1981,7.4
Servant,1981,7.5
Mission: Impossible - Fallout,2018,7.7
Gods of Egypt,2016,5.4
Basic Instinct,1992,7.0
Wild Wild West,1999,4.9
Independence Day,1996,7.0
Girl in the Basement,2021,6.4
Extracurricular,2020,7.7
Good Omens,2019,8.1
Kimetsu no Yaiba: Mugen Ressha-Hen,2020,8.3
3rd Rock from the Sun,2020,7.7
Younger,2020,7.8
Jumanji: Welcome to the Jungle,2017,6.9
Shadowplay,2017,7.1
The Texas Chainsaw Massacre,2003,6.2
Lewis,2003,8.0
Merlin,2003,7.9
The Woman in the Window,2021,5.7
X-Men,2000,7.4
Signs,2002,6.7
Gravity Falls,2002,8.9
Scooby-Doo,2002,5.2
The Tender Bar,2021,7.4
Sin City,2005,8.0
Fury,2014,7.6
Hagane no renkinjutsushi,2014,9.1
A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,5.5
Batman v Superman: Dawn of Justice,2016,6.4
The Lord of the Rings: The Two Towers,2002,8.7
The Magnificent Seven,2016,6.9
JoJo no kimyô-na bôken,2016,8.4
Oblivion,2013,7.0
The League,2013,8.2
Ich bin dein Mensch,2021,7.2
Q-Force,2021,6.3
That '80s Show,2002,4.8
The Tudors,2002,8.1
Skins,2002,8.2
Star Wars: The Bad Batch,2002,8.0
The Spy Who Loved Me,1977,7.1
Jagten,2012,8.3
Grown Ups 2,2013,5.4
The Conjuring 2,2016,7.3
Tombstone,1993,7.8
Mr Inbetween,1993,8.6
Legion,1993,8.2
Fantastic Beasts: The Crimes of Grindelwald,2018,6.5
Labyrinth,1986,7.4
Super 8,2011,7.0
The Midnight Club,2011,No Rate
Love Actually,2003,7.6
Agatha Christie's Marple,2003,7.8
Willy's Wonderland,2021,5.5
The Faculty,1998,6.5
The Pianist,2002,8.5
Salinui chueok,2003,8.1
Harry Potter and the Half-Blood Prince,2009,7.6
Kim's Convenience,2009,8.2
Heroes,2009,7.5
Q,2011,5.5
The Glass Wall,1953,6.9
The Devil's Advocate,1997,7.5
Jessica Jones,1997,7.9
Cruel Intentions,1999,6.8
The Hunger Games: Catching Fire,2013,7.5
Veronica Mars,2013,8.3
Bates Motel,2013,8.1
Love on the Spectrum,2013,8.6
Binsenjo,2013,8.5
The Book of Boba Fett,2013,No Rate
Crazy Rich Asians,2018,6.9
Reservoir Dogs,1992,8.3
Alma's Not Normal,1992,8.0
I Care a Lot,2020,6.3
Zombieland,2009,7.6
The Empty Man,2020,6.1
V/H/S,2012,5.8
Monster Hunter,2020,5.3
Motherless Brooklyn,2019,6.8
Her,2013,8.0
Captain America: Civil War,2016,7.8
Everybody Loves Raymond,2016,7.1
Bombshell,2019,6.8
Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.5
The Closer,2017,7.6
6 Underground,2019,6.1
Insidious,2010,6.8
Beauty and the Beast,2017,7.1
Secretary,2002,7.0
An American Werewolf in London,1981,7.5
Jurassic World: Fallen Kingdom,2018,6.2
Legend,2015,6.9
Werewolves Within,2021,6.0
National Lampoon's Animal House,1978,7.5
The Haunting,1999,5.0
Lady Bird,2017,7.4
Ghostbusters,2016,6.5
Alien: Covenant,2017,6.4
Sa-rang-eui bul-sa-chak,2017,8.7
Diamonds Are Forever,1971,6.6
The Strangers,2008,6.2
Annihilation,2018,6.8
Mr. Mercedes,2018,7.8
Safe House,2012,6.7
Harley Quinn,2012,8.5
Batman,1989,7.5
Romeo + Juliet,1996,6.7
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5
Terminator 2: Judgment Day,1991,8.5
The Affair,1991,7.9
Dead Poets Society,1989,8.1
Gremlins,1984,7.3
Doctor Who,1984,8.4
The Babadook,2014,6.8
Idiocracy,2006,6.6
Red Sparrow,2018,6.6
Stargate: Atlantis,2018,8.1
Resident Evil,2002,6.7
Doc Martin,2002,8.3
Casino,1995,8.2
Hellraiser,2022,No Rate
The Owl House,2022,8.2
Life,2017,6.6
Flight,2012,7.3
Final Destination 3,2006,5.8
Office Space,1999,7.7
Cruel Summer,1999,7.5
Darkest Hour,2017,7.4
Lovecraft Country,2020,7.1
Salò o le 120 giornate di Sodoma,1975,5.9
Interview with the Vampire: The Vampire Chronicles,1994,7.5
Boku no Hero Academia: World Heroes Mission,2021,7.8
Law & Order: Criminal Intent,2021,7.4
Tell Me Your Secrets,2021,7.4
The Last Letter from Your Lover,2021,6.7
The Intouchables,2011,8.5
The Magicians,2011,7.6
The Fog,1980,6.8
Body of Lies,2008,7.1
Boy Meets World,2008,8.0
Cidade de Deus,2002,8.6
Unfaithful,2002,6.7
X-Men Origins: Wolverine,2009,6.6
Gangs of London,2009,8.1
The Fresh Prince of Bel-Air,2009,7.9
Star Wars: Episode VII - The Force Awakens,2015,7.8
The Fast and the Furious: Tokyo Drift,2006,6.0
Ant-Man,2015,7.3
Your Honor,2015,7.6
Minari,2020,7.5
The Strain,2020,7.3
Final Destination 2,2003,6.2
"Three Billboards Outside Ebbing, Missouri",2017,8.1
Rogue One,2016,7.8
Now You See Me,2013,7.2
American Hustle,2013,7.2
The Reader,2008,7.6
Captain Fantastic,2016,7.9
A Beautiful Mind,2001,8.2
10 Things I Hate About You,1999,7.3
The Witches of Eastwick,1987,6.6
Just Beyond,1987,5.8
Fantastic Beasts and Where to Find Them,2016,7.3
Mulan,2020,5.7
About Time,2013,7.8
The Ghost and Molly McGee,2013,8.1
Fate: The Winx Saga,2013,6.9
Hit and Run,2021,7.1
Ferris Bueller's Day Off,1986,7.8
When Calls the Heart,1986,8.1
Big Mouth,1986,7.9
Travelers,1986,8.1
Californication,1986,8.3
Scream Queens,1986,7.1
Lara Croft: Tomb Raider,2001,5.8
Attack of the Hollywood Cliches!,2021,6.1
Full Metal Jacket,1987,8.3
Ratched,1987,7.3
RED,2010,7.0
The Game,1997,7.7
The New Mutants,2020,5.3
Aladdin,2019,6.9
Fast & Furious Presents: Hobbs & Shaw,2019,6.4
Ouija: Origin of Evil,2016,6.2
Shazam!,2019,7.0
Road to Perdition,2002,7.7
Home Again,2017,5.8
The Human Centipede (First Sequence),2009,4.4
Batman & Robin,1997,3.8
You Only Live Twice,1967,6.9
The Shield,1967,8.7
The Breakfast Club,1985,7.8
Aftermath,2021,5.3
Predator,1987,7.8
Father Brown,1987,7.7
True Romance,1993,7.9
Southpaw,2015,7.4
Reba,2015,6.6
Firebase,2017,7.1
The Imitation Game,2014,8.0
Greenland,2020,6.4
Hairspray,2007,6.7
Ghost,1990,7.1
Armageddon,1998,6.7
Havoc,2022,No Rate
Starship Troopers,1997,7.2
Freddy vs. Jason,2003,5.7
Mrs. Doubtfire,1993,7.0
Frozen,2013,7.4
Happy Gilmore,1996,7.0
Poldark,1996,8.3
Blood & Water,1996,6.5
Big Trouble in Little China,1986,7.3
The Blind Side,2009,7.6
The Mist,2007,7.1
King Richard,2021,6.7
The Terminal,2004,7.4
Scream,2004,7.1
Schmigadoon!,2004,7.3
Thor: The Dark World,2013,6.8
Zygote,2017,7.2
The Graduate,1967,8.0
El juego de las llaves,1967,6.7
Octopussy,1983,6.5
Stand by Me,1986,8.1
Total Recall,1990,7.5
The Mother,2003,6.8
Midnight in Paris,2011,7.7
The Terminator,1984,8.0
The Fast and the Furious,2001,6.8
Enola Holmes,2020,6.6
King of the Hill,2020,7.3
Not Another Teen Movie,2001,5.7
Twin Peaks,2017,8.5
Clarkson's Farm,2017,9.1
The Rite,2011,6.0
21 Jump Street,2012,7.2
Star Wars: Episode VIII - The Last Jedi,2017,6.9
The Killing of a Sacred Deer,2017,7.0
Colony,2017,7.4
Lucy,2014,6.4
Derry Girls,2014,8.4
Black Panther: Wakanda Forever,2022,No Rate
Blood Red Sky,2021,6.1
You Belong to Me,2021,5.3
American Gangster,2007,7.8
Dolittle,2020,5.6
Dark Phoenix,2019,5.7
The Shape of Water,2017,7.3
Survivor,2017,7.3
The Hunt for Red October,1990,7.6
The Monster Squad,1987,7.0
The Mindy Project,1987,7.4
Divergent,2014,6.6
L.A.'s Finest,2014,6.1
Unforgiven,1992,8.2
Taskmaster,1992,9.0
The Marksman,2021,5.6
Parenthood,2021,8.2
Fighting with My Family,2019,7.1
Penny Dreadful,2019,8.2
Planet of the Apes,2001,5.7
Army of Darkness,1992,7.5
Run,2020,6.7
World War Z,2013,7.0
Underworld,2003,7.0
Spotlight,2015,8.1
Bellbottom,2021,6.2
Baki,2021,6.7
Atlanta,2021,8.6
The Blair Witch Project,1999,6.5
Beckett,2021,5.6
One Punch Man: Wanpanman,2021,8.8
Iron Man Three,2013,7.1
Do-ga-ni,2011,8.1
Dave,2011,8.3
The Ranch,2011,7.5
Sweet Home Alabama,2002,6.2
Natural Born Killers,1994,7.3
Wild Things,1998,6.5
Castle Rock,1998,7.6
Forbrydelsen,1998,8.4
JAG,1998,6.6
Shadowhunters: The Mortal Instruments,1998,6.6
Dirty John,1998,7.2
The Terror,1998,7.9
Fargo,1996,8.1
"Love, Victor",1996,8.1
The Help,2011,8.0
Munich,2005,7.5
I Spit on Your Grave,2010,6.3
Terminator: Dark Fate,2019,6.2
Alice in Wonderland,2010,6.4
Queens,2010,No Rate
All About Eve,1950,8.2
Things Heard & Seen,2021,5.3
Paradise Hills,2019,5.4
Martyrs,2008,7.1
Zootopia,2016,8.0
Ghost in the Shell,2017,6.3
Vikings: Valhalla,2017,No Rate
Midnight,2021,6.6
The Turning,2020,3.8
Baywatch,2017,5.5
That Thing You Do!,1996,6.9
The L Word,1996,7.6
Under the Skin,2013,6.3
A Mouthful of Air,2021,No Rate
Blush,2021,7.7
New Tricks,2021,7.8
Dallas,2021,7.0
The Devil Wears Prada,2006,6.9
John Wick: Chapter 2,2017,7.5
My Cousin Vinny,1992,7.6
For Your Eyes Only,1981,6.7
Silver Linings Playbook,2012,7.7
Road Trip,2000,6.4
Point Break,1991,7.3
Roseanne,1991,7.0
The Untouchables,1987,7.9
Crooked House,2017,6.3
The Wizard of Oz,1939,8.0
Cinderella,2015,6.9
A Bridge Too Far,1977,7.4
The Mitchells vs the Machines,2021,7.7
Blade,1998,7.1
The Final Girls,2015,6.6
Casino Royale,1967,5.1
Fear of Rain,2021,5.9
Kimi no na wa.,2016,8.4
The House That Jack Built,2018,6.8
Coal Miner's Daughter,1980,7.5
Just Mercy,2019,7.6
Scream 3,2000,5.6
Eiffel,2021,6.4
Verdens verste menneske,2021,8.2
Ocean's Eleven,2001,7.7
Major Dad,2001,6.4
Bad Boys,1995,6.9
The Ritual,2017,6.3
Ratatouille,2007,8.0
Inspector Morse,2007,8.2
Underwater,2020,5.8
La vita è bella,1997,8.6
Van Helsing,1997,6.2
Bud Abbott Lou Costello Meet Frankenstein,1948,7.4
"Monsters, Inc.",2001,8.1
Back to Life,2001,7.5
Falling for Figaro,2020,6.1
Sonic the Hedgehog,2020,6.5
Scouts Guide to the Zombie Apocalypse,2015,6.3
Fast Times at Ridgemont High,1982,7.2
C'mon C'mon,2021,8.0
The Karate Kid,1984,7.3
Commando,1985,6.7
Evil Dead,2013,6.5
Amphibia,2013,8.1
The Perks of Being a Wallflower,2012,7.9
The Man from U.N.C.L.E.,2015,7.3
Room,2015,8.1
District 9,2009,7.9
Degrassi: The Next Generation,2009,7.4
"Magnum, P.I.",2009,7.5
Kingdom of Heaven,2005,7.2
Cosmic Sin,2021,2.5
G.I. Joe: The Rise of Cobra,2009,5.8
Event Horizon,1997,6.7
Hunters,1997,7.2
Friday the 13th Part 2,1981,6.1
For Life,1981,7.7
The Girlfriend Experience,1981,7.0
Identity,2003,7.3
Warrior,2011,8.1
Sleepers,1996,7.6
The Brokenwood Mysteries,1996,7.9
Superbad,2007,7.6
The Lion King,2019,6.8
The Nice Guys,2016,7.4
War Dogs,2016,7.1
Booksmart,2019,7.2
Mystic River,2003,7.9
Babylon,2022,No Rate
Zero Dark Thirty,2012,7.4
Baking Impossible,2012,6.9
The Croods: A New Age,2020,7.0
Cherry,2021,6.6
Snowfall,2021,8.2
Full House,2021,6.7
Nymphomaniac: Vol. I,2013,6.9
Crash,1996,6.4
A Series of Unfortunate Events,1996,7.8
Midnight in the Switchgrass,2021,4.4
Prey,2021,4.2
Tata muta muntii,2021,5.5
Locke,2013,7.1
The Maze Runner,2014,6.8
Captain America: The Winter Soldier,2014,7.7
Batman: The Animated Series,2014,9.0
Ocean's Eight,2018,6.3
Chaos,2005,6.5
Napoleon Dynamite,2004,6.9
Tinker Tailor Soldier Spy,2011,7.1
Fifty Shades Freed,2018,4.5
The Hardy Boys,2018,7.1
Tremors,1990,7.1
Time,1990,8.3
Dirilis: Ertugrul,1990,8.0
Hustle,2022,No Rate
Only Fools and Horses....,2022,8.9
The Legend of Korra,2022,8.4
Twelve Monkeys,1995,8.0
Moonraker,1979,6.3
The Curious Case of Benjamin Button,2008,7.8
Major Crimes,2008,7.7
Hauru no ugoku shiro,2004,8.2
Strike Back,2004,8.2
The Thing,2011,6.2
Remember the Titans,2000,7.8
Casablanca,1942,8.5
The Neon Demon,2016,6.2
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,6.6
Carlito's Way,1993,7.9
Argo,2012,7.7
Ad Astra,2019,6.5
Tropic Thunder,2008,7.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9
Happy Days,2005,7.4
The Talented Mr. Ripley,1999,7.4
Sherlock Holmes,2009,7.6
Sound of Metal,2019,7.8
Rocky,1976,8.1
Sleepy Hollow,1976,7.4
The Great North,1976,6.5
Shaun of the Dead,2004,7.9
Apocalypto,2006,7.8
They Live,1988,7.3
The Old Guard,2020,6.7
Scary Movie 3,2003,5.5
Star Trek Beyond,2016,7.0
Hook,1991,6.8
The Poseidon Adventure,1972,7.1
The Man with the Golden Gun,1974,6.7
Dumb and Dumber,1994,7.3
Blake's 7,1994,8.0
The Time Tunnel,1994,7.6
Kurulus: Osman,1994,7.9
Empire,1994,7.3
The OA,1994,7.8
Fear Street: 1666,2021,6.6
Mama,2013,6.2
Species,1995,5.8
Bill & Ted Face the Music,2020,6.0
The Fly,1986,7.6
Misery,1990,7.8
Awkwafina Is Nora from Queens,1990,7.3
Star Wars: Episode V - The Empire Strikes Back,1980,8.7
EuroTrip,2004,6.6
The Ballad of Buster Scruggs,2018,7.3
Jackie Brown,1997,7.5
Indiana Jones and the Last Crusade,1989,8.2
Equinox,1989,6.1
CSI: NY,1989,6.9
Gran Torino,2008,8.1
The Lincoln Lawyer,2011,7.3
The Call,2013,6.7
Vivarium,2019,5.8
Batman Forever,1995,5.4
Angel,1983,5.8
Shameless,1983,8.0
Inside Out,2015,8.1
Toy Story,1995,8.3
My Name Is Earl,1995,7.7
Willy Wonka & the Chocolate Factory,1971,7.8
Shrek,2001,7.9
Child's Play,2019,5.7
Battle of Britain,1969,7.0
Quantum Leap,1969,8.1
30 Days of Night,2007,6.6
Bewitched,2007,7.6
Star Wars: Rebels,2007,8.0
Le fabuleux destin d'Amélie Poulain,2001,8.3
Rush,2013,8.1
The Lodge,2019,6.1
The Hobbit: The Desolation of Smaug,2013,7.8
Bird Box,2018,6.6
Lost in Translation,2003,7.7
Oldboy,2013,5.7
Marriage Story,2019,7.9
Annabelle,2014,5.4
The Core,2003,5.5
War of the Worlds,2005,6.5
Amadeus,1984,8.3
Iron Man 2,2010,7.0
Clifford the Big Red Dog,2021,No Rate
The Incredibles,2004,8.0
Warehouse 13,2004,7.6
The Rock,1996,7.4
Total Recall,2012,6.2
As Good as It Gets,1997,7.7
A Series of Unfortunate Events,2004,6.8
Kids,1995,7.1
The Return of the Living Dead,1985,7.3
Gokseong,2016,7.5
Serendipity,2001,6.9
Passengers,2016,7.0
Taken,2008,7.8
Willow,1988,7.3
L.A. Confidential,1997,8.2
Magnolia,1999,8.0
Outlander,2008,6.2
Greyhound,2020,7.0
Ragnarok,2020,7.5
Fauda,2020,8.2
Weeds,2020,7.9
The Proposal,2009,6.7
Zola,2020,6.5
Cloverfield,2008,7.0
Caligola,1979,5.3
Wrong Turn,2003,6.1
X-Men: Apocalypse,2016,6.9
Family Law,2016,6.5
Disobedience,2017,6.6
Portrait de la jeune fille en feu,2019,8.1
Austin Powers: International Man of Mystery,1997,7.0
Katla,1997,7.0
The Outpost,2019,6.8
Rosemary's Baby,1968,8.0
Kevin Can F**k Himself,1968,6.9
The Middle,1968,7.6
Legends of the Fall,1994,7.5
Live Free or Die Hard,2007,7.1
Airplane!,1980,7.7
Solo: A Star Wars Story,2018,6.9
Beautiful Boy,2018,7.3
The Purge,2013,5.7
White Chicks,2004,5.7
Elysium,2013,6.6
The Dig,2021,7.1
The Crow,1994,7.6
Scissor Seven,1994,8.3
The Nun,2018,5.3
Dirty Dancing,1987,7.0
Twister,1996,6.4
Anchorman: The Legend of Ron Burgundy,2004,7.2
Bloodline,2004,7.9
Swallow,2019,6.5
Mamma Mia!,2008,6.4
Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3
Hugo,2011,7.5
The Hitman's Bodyguard,2017,6.9
Gangs of New York,2002,7.5
Zone 414,2021,4.9
Eureka,2021,7.9
Gone with the Wind,1939,8.1
Wonder,2017,8.0
Scary Movie 2,2001,5.3
Evil Dead II,1987,7.7
Ugly Betty,1987,6.6
The Hunger Games: Mockingjay - Part 2,2015,6.6
Men in Black II,2002,6.2
Let Him Go,2020,6.7
ParaNorman,2012,7.0
The Witches,1990,6.9
Jupiter's Legacy,2021,6.7
Friday the 13th: The Final Chapter,1984,6.0
Friday,1995,7.3
Daman akeseo guhasoseo,2020,6.8
Boston Legal,2020,8.4
The Favourite,2018,7.5
The Predator,2018,5.3
Untitled Super Mario Project,2022,No Rate
What's Your Number?,2011,6.1
Saint Maud,2019,6.7
Them,2019,7.3
Spring Breakers,2012,5.3
X: First Class,2011,7.7
High School DxD,2011,7.6
Waterworld,1995,6.2
The Unholy,2021,5.1
Hart of Dixie,2021,7.7
A Time to Kill,1996,7.5
In the Earth,2021,5.2
The Master,2012,7.2
21 Bridges,2019,6.6
Ghostbusters II,1989,6.6
12 Years a Slave,2013,8.1
Pirates of the Caribbean: Dead Man's Chest,2006,7.3
Ash vs Evil Dead,2006,8.4
Pain & Gain,2013,6.4
iCarly,2013,6.8
Hot Fuzz,2007,7.8
Bumblebee,2018,6.7
Rent,2005,6.9
"Crazy, Stupid, Love.",2011,7.4
Russian Doll,2011,7.8
Crash,2004,7.7
Sseulsseulhago Chalranhashin: Dokkaebi,2004,8.6
Warning,2021,5.8
Hitmen,2021,5.4
Star Wars: Episode VI - Return of the Jedi,1983,8.3
The Sound of Music,1965,8.0
Step by Step,1965,6.5
Dune 2,1965,No Rate
The Darling Buds of May,1965,7.8
De slag om de Schelde,2020,7.3
Hercules,1997,7.3
Wedding Crashers,2005,6.9
Bluey,2005,9.6
Lo imposible,2012,7.6
Fifty Shades Darker,2017,4.6
Victorious,2017,6.9
The Mule,2018,7.0
Freaks and Geeks,2018,8.7
Afterlife of the Party,2021,5.8
Barb and Star Go to Vista Del Mar,2021,6.4
Bride of Chucky,1998,5.4
Madam Secretary,1998,7.6
Man of Tai Chi,2013,6.1
Overlord,2018,6.6
Peacemaker,2018,No Rate
Hotel Transylvania 3: Summer Vacation,2018,6.3
The Hunger Games: Mockingjay - Part 1,2014,6.6
Trailer Park Boys,2014,8.5
13 Going on 30,2004,6.2
Kick-Ass,2010,7.6
The Girl on the Train,2016,6.5
Coroner,2016,6.8
Physical,2016,7.3
House of 1000 Corpses,2003,6.1
Without Remorse,2021,5.8
Republic,2021,8.3
Jeepers Creepers: Reborn,2021,No Rate
The King of Staten Island,2020,7.1
8 Mile,2002,7.1
Wolfe,2002,6.5
Timeless,2002,7.7
Rocky IV,1985,6.9
Closer,2004,7.2
Moneyball,2011,7.6
The Electrical Life of Louis Wain,2021,7.0
Dallas Buyers Club,2013,8.0
Misfits,2013,8.2
Jerry Maguire,1996,7.3
A Rainy Day in New York,2019,6.5
Kingdom,2019,8.5
Don Jon,2013,6.5
Capharnaüm,2018,8.4
Charmed,2018,4.7
BlacKkKlansman,2018,7.5
Taking the Reins,2021,6.4
Children of Men,2006,7.9
Extinct,2021,5.2
"Rise and Shine, Benedict Stone",2021,7.0
Gwoemul,2006,7.1
The Babysitter: Killer Queen,2020,5.8
The Incredible Hulk,2008,6.6
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7
Destination Wedding,2018,6.0
The Amityville Horror,2005,6.0
Babardeala cu bucluc sau porno balamuc,2021,6.8
Le bal des folles,2021,6.6
Indiana Jones and the Temple of Doom,1984,7.5
Fast & Furious 7,2015,7.1
Haikyuu!!,2015,8.7
Something Wild,1986,6.9
Eagle Eye,2008,6.6
Dark Desire,2008,6.5
Shame,2011,7.2
Chal Mera Putt 3,2021,8.5
The Office,2021,8.5
Wyatt Earp,1994,6.7
Platoon,1986,8.1
Bonanza,1986,7.3
Ófærð,1986,8.1
Mandy,2018,6.5
Heathers,1988,7.2
Talladega Nights: The Ballad of Ricky Bobby,2006,6.6
Tides,2021,5.4
While We Sleep,2021,3.7
El Camino: A Breaking Bad Movie,2019,7.3
Contratiempo,2016,8.1
Zoey's Extraordinary Playlist,2016,8.1
Hustlers,2019,6.3
Mad Max,1979,6.9
There's Something About Mary,1998,7.1
Face/Off,1997,7.2
I May Destroy You,2020,8.1
Mission: Impossible - Ghost Protocol,2011,7.4
The Mummy Returns,2001,6.4
Preacher,2001,8.0
The Alienist,2001,7.7
